Protein Group Accessions	Protein Descriptions	scenario	label	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
O43291	Kunitz-type protease inhibitor 2 OS=Homo sapiens GN=SPINT2 PE=1 SV=2 - [SPIT2_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O43715	TP53-regulated inhibitor of apoptosis 1 OS=Homo sapiens GN=TRIAP1 PE=1 SV=1 - [TRIA1_HUMAN]	A	FALSE	0	0	0	0	1	0.56222331529759	0	0.301360878832596	0.338908017707821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962616822429906
O43819	Protein SCO2 homolog, mitochondrial OS=Homo sapiens GN=SCO2 PE=1 SV=3 - [SCO2_HUMAN]	A	FALSE	0	0	0	0	1	0.796875	0.403703703703704	0.609953703703704	0.390162037037037	0.244212962962963	0.264583333333333	0	0	0.268402777777778	0.146180555555556	0.118576388888889	0.224768518518519	0.100868055555556	0.161400462962963	0.250810185185185	0.154282407407407	0.388715277777778	0.281134259259259
O60292	Signal-induced proliferation-associated 1-like protein 3 OS=Homo sapiens GN=SIPA1L3 PE=1 SV=3 - [SI1L3_HUMAN]	A	FALSE	0	0	0	0	0	0	1	0.720670391061453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60318	80 kDa MCM3-associated protein OS=Homo sapiens GN=MCM3AP PE=1 SV=2 - [MCM3A_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
O60613	15 kDa selenoprotein OS=Homo sapiens GN=SEP15 PE=1 SV=3 - [SEP15_HUMAN]	A	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75394	39S ribosomal protein L33, mitochondrial OS=Homo sapiens GN=MRPL33 PE=1 SV=1 - [RM33_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.369018653690187	1	0.7448499594485	0.342741281427413	0	0	0	0	0	0	0	0	0	0	0
O75947	ATP synthase subunit d, mitochondrial OS=Homo sapiens GN=ATP5H PE=1 SV=3 - [ATP5H_HUMAN]	A	FALSE	0	0	0.0259948761742101	0.353287788215201	1	0.714859094790777	0.977796754910333	0.441502988898377	0.664901793339026	0.444064901793339	0.209820666097353	0.198889837745517	0.0602561912894962	0.099402220324509	0.0380358667805295	0.0462937660119556	0.0128949615713066	0.0216737830913749	0	0.0118104184457728	0.0128608027327071	0.0585482493595218	0.110076857386849
O75962	Triple functional domain protein OS=Homo sapiens GN=TRIO PE=1 SV=2 - [TRIO_HUMAN]	A	FALSE	0	0	0	0	0	0	0	1	0.485721142308615	0.318934485241181	0.369330453563715	0.189392848572114	0	0	0	0.054307655387569	0	0	0.0535157187425006	0	0	0	0
O94973	AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=1 SV=2 - [AP2A2_HUMAN]	A	FALSE	0	0	0	0	0	1	0	0.37103433289874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00403	Cytochrome c oxidase subunit 2 OS=Homo sapiens GN=MT-CO2 PE=1 SV=1 - [COX2_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
P06748	Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2 - [NPM_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.590840840840841	0	0	0.0834834834834835	0.130555555555556	0	0	0	0	0	0	0	0	0	0	1
P07477	Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1 - [TRY1_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	1	0.510857563489143	0.398601398601399	0.334523371365477	0.205852042694148	0.573426573426573	0.279131394920869	0.365255796834744	0.449024659550975	0.324512329775488	0.0658446816341553	0.428781744571218	0.452337136547663	0.344203165255797	0
P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3 - [HEXB_HUMAN]	A	FALSE	0	0.146677740863787	0.234343853820598	0.86171096345515	1	0.169102990033223	0.0447259136212625	0	0.0334966777408638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054858803986711
P07858	Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3 - [CATB_HUMAN]	A	FALSE	0	0.256232294617564	0.289943342776204	1	0.928470254957507	0.421175637393768	0.505949008498584	0.796742209631728	0.688810198300283	0	0	0	0	0	0	0	0	0	0	0	0	0.272167138810198	0.562464589235128
P08236	Beta-glucuronidase OS=Homo sapiens GN=GUSB PE=1 SV=2 - [BGLR_HUMAN]	A	FALSE	0	0	0	0	1	0	0.132102022867194	0.0583553210202287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1 - [RM03_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.615009859645053	1	0.8068669527897	0.45957545528361	0.0696322932374435	0.144994780187913	0.0333603990256351	0.0376870432664424	0.0351351351351351	0	0	0	0	0	0
P10606	Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2 - [COX5B_HUMAN]	A	FALSE	0	0	0	0	0	0.614334470989761	0.449608512346918	0.539048383858663	0.501104195944589	0.450311182493475	0.51074081509737	0.468078699056414	0.261995583216222	0.620558120859265	0.45221843003413	0.424212005621361	0.61011845011042	0.406444489058422	0.587833768319615	0.755069263200161	0.487853844609516	1	0.993675968680988
P13073	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens GN=COX4I1 PE=1 SV=1 - [COX41_HUMAN]	A	FALSE	0.00339862247094275	0.32135170038743	0.2916487300904	0.644855789926819	0.911536805854498	0.563925957813173	0.187645286267757	0.341584158415842	0.328024106758502	0.0454584588893672	0.0413473956091261	0.0578562204046492	0.0651958674128282	0.0666594920361601	0.0171201033146793	0.0390658631080499	0.106930693069307	0.0119199311235471	0.0174106758501937	0.0170512268618166	0	0.15471373224279	1
P14222	Perforin-1 OS=Homo sapiens GN=PRF1 PE=1 SV=1 - [PERF_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.399466950959488	0.31588486140725	0.253251599147122	0.391257995735608	0	0.415031982942431	0	0.447921108742004	0	1
P14854	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens GN=COX6B1 PE=1 SV=2 - [CX6B1_HUMAN]	A	FALSE	0.319736052789442	1	0.484703059388122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20674	Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2 - [COX5A_HUMAN]	A	FALSE	0	0.471665465032444	0.455659697188176	0.987743330930065	1	0.384138428262437	0.103705839942322	0.201153568853641	0.208507570295602	0.0235904830569575	0	0.0282047584715213	0.0173756308579668	0.00852775775054074	0.00121874549387167	0.0170439798125451	0.0422782984859409	0.00412256669069935	0.00374044700793079	0.00381831290555155	0.00459552992069214	0.0619322278298486	0.542898341744773
P29692	Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5 - [EF1D_HUMAN]	A	FALSE	0	0	0	0	1	0.747474747474748	0.377896613190731	0.306833036244801	0.138443256090315	0.045222816399287	0.0425430778371955	0.0338562091503268	0.00628045157456922	0	0	0	0	0	0	0	0	0	0
P38570	Integrin alpha-E OS=Homo sapiens GN=ITGAE PE=1 SV=3 - [ITAE_HUMAN]	A	FALSE	0	0	0	0.399696816574027	1	0.341586659929257	0.0622283981808995	0.0452501263264275	0.014100555836281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P42765	3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2 - [THIM_HUMAN]	A	FALSE	0	0.0783102253032929	0.133188908145581	1	0.902946273830156	0.305372616984402	0.116464471403813	0.113951473136915	0.100866551126516	0.0107712305025997	0.0098526863084922	0.0150433275563258	0.00551126516464471	0.00922010398613518	0	0	0.00797313691507799	0	0	0	0	0	0.0446620450606586
P42766	60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2 - [RL35_HUMAN]	A	FALSE	0	0	0	0	0.778731836195509	1	0.623910171730515	0.982826948480845	0.870541611624835	0.912813738441215	0.959709379128137	0.49445178335535	0.17886393659181	0.370673712021136	0	0	0.437912813738441	0	0	0	0	0	0
P49189	4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3 - [AL9A1_HUMAN]	A	FALSE	0	0.0502014968336212	0.130224525043178	1	0.818940702360391	0.320955670696603	0.107455382843984	0.163529073114565	0.0923431203223949	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390903857225101
P49406	39S ribosomal protein L19, mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2 - [RM19_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	1	0.397394908229722	0.440674955595027	0.119123741859088	0.156956779159266	0	0.054955595026643	0.0543635287152161	0.0191237418590882	0.0113025458851391	0	0	0.0197335701598579	0
P50402	Emerin OS=Homo sapiens GN=EMD PE=1 SV=1 - [EMD_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.350393700787402	0.259842519685039	0.261154855643045	0	0.362292213473316	0	0.434120734908136	0.392125984251968	0.308136482939633	0.508398950131234	0.359667541557305	0.507261592300962	0.748468941382327	0	1	0.610148731408574
P51659	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3 - [DHB4_HUMAN]	A	FALSE	0	0	0	1	0.747416762342136	0.427210103329506	0	0.199368541905855	0.225660160734788	0.0280654420206659	0.0216130884041332	0.022256027554535	0.00657290470723307	0.0169001148105626	0	0.0084443168771527	0.0211825487944891	0	0	0	0	0.0235476463834673	0.224454649827784
P51970	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens GN=NDUFA8 PE=1 SV=3 - [NDUA8_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.943428571428571	0	0	0	0	0	0	0	0	0	0	0	0	1	0
P52815	39S ribosomal protein L12, mitochondrial OS=Homo sapiens GN=MRPL12 PE=1 SV=2 - [RM12_HUMAN]	A	FALSE	0	0.0537548908241828	0.11469140477092	0.658588918339013	1	0.582481383314401	0.29130379906601	0.405401994194118	0.677773570617191	0.881610501072826	0.73936640161555	0.416887542597501	0.172409440868358	0.145273255080146	0.0643064495771804	0.0618957465606462	0.0955824813833144	0.0243847027641045	0.0238293575665783	0.0180487189196012	0.0221254575287139	0.0832765366654045	0.451344187807649
P53634	Dipeptidyl peptidase 1 OS=Homo sapiens GN=CTSC PE=1 SV=2 - [CATC_HUMAN]	A	FALSE	0	0	0	1	0.810094097519247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54920	Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3 - [SNAA_HUMAN]	A	FALSE	0	0	0	0	0	0.619548133595285	0	1	0.53516699410609	0.53713163064833	0.587033398821218	0.466011787819253	0	0.549115913555992	0.313752455795678	0.231237721021611	0.375638506876228	0.217976424361493	0.384282907662083	0.498722986247544	0.302062868369352	0.549312377210216	0
P56192	Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2 - [SYMC_HUMAN]	A	FALSE	0	0	0	0	0	0	1	0	0	0.148900169204738	0	0	0	0	0	0	0	0	0	0	0	0	0
P58317	Zinc finger protein 121 OS=Homo sapiens GN=ZNF121 PE=3 SV=2 - [ZN121_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.701630049610206	0	1	0
P61254	60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1 - [RL26_HUMAN]	A	FALSE	0	0	0	0	0	0	0.0608512874408828	0	0.764582238570678	1	0.899632159747767	0.481818181818182	0	0	0.145086705202312	0.257698370993169	0	0	0	0	0	0	0
P82909	28S ribosomal protein S36, mitochondrial OS=Homo sapiens GN=MRPS36 PE=1 SV=2 - [RT36_HUMAN]	A	FALSE	0	0	0	0	0	0.143864065449969	0.578351164254248	1	0.831340465701699	0.679043423536816	0.367715544367527	0.160226557583386	0.0429200755191945	0.0505852737570799	0.0242416614222782	0.0210635619886721	0.0134675896790434	0	0.00774701069855255	0.00789175582127124	0.00981749528005035	0.0221711768407804	0
Q05639	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1 - [EF1A2_HUMAN]	A	FALSE	0	0	0	0.921265636497425	1	0.503311258278146	0.0792494481236203	0.161111111111111	0	0	0.0126600441501104	0.0166997792494481	0	0	0	0	0	0	0	0	0	0	0.148491537895511
Q12849	G-rich sequence factor 1 OS=Homo sapiens GN=GRSF1 PE=1 SV=3 - [GRSF1_HUMAN]	A	FALSE	0	0	0	0	0	1	0.677173191771732	0.834439283344393	0.641008626410086	0	0.378234903782349	0	0.113702720637027	0	0	0.0764100862641009	0.142534837425348	0	0.124784339747843	0.166821499668215	0.108228268082283	0.34870603848706	0.460185799601858
Q13011	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens GN=ECH1 PE=1 SV=2 - [ECH1_HUMAN]	A	FALSE	0	0.0795771989429974	0.116270290675727	0.83352208380521	1	0.382785956964892	0.158512646281616	0.157493393733484	0.112231030577576	0.0182785956964892	0.0146621366553416	0.0186070215175538	0.00723669309173273	0.0111325028312571	0.00152246130615327	0.0040317100792752	0.00686674216685542	0.00143374858437146	0.00178104945262363	0.00106568516421291	0.00190977727444319	0.00927142317855795	0.0347112117780294
Q13084	39S ribosomal protein L28, mitochondrial OS=Homo sapiens GN=MRPL28 PE=1 SV=4 - [RM28_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.0685386221294363	0.411064718162839	1	0.828114126652749	0.427348643006263	0.146764091858038	0.121642310368824	0	0	0	0	0	0	0	0	0
Q13405	39S ribosomal protein L49, mitochondrial OS=Homo sapiens GN=MRPL49 PE=1 SV=1 - [RM49_HUMAN]	A	FALSE	0	0	0	0	0	0	0.0276035834266517	0.120044792833147	0.451399776035834	1	0.838745800671893	0.38936170212766	0.112038073908175	0.118533034714446	0.0434210526315789	0.0384322508398656	0.0311030235162374	0.00827547592385218	0.0101231802911534	0	0	0.0191713325867861	0.0478779395296753
Q14197	Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens GN=ICT1 PE=1 SV=1 - [ICT1_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.357045609257999	1	0.857045609257999	0.335806671204901	0.104628999319265	0.110415248468346	0.0447515316541865	0.0360245064669843	0.0291354663036079	0.0084070796460177	0.00801906058543227	0	0	0	0
Q14571	Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens GN=ITPR2 PE=1 SV=2 - [ITPR2_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	1	0	0	0.346782756423869	0.172648120620089	0.138479507326396	0	0.049946910172011	0.0508600552134211	0	0.0269696326183903	0	0
Q14C86	GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens GN=GAPVD1 PE=1 SV=2 - [GAPD1_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.933395435491383	0.685607824871914	0	0
Q16540	39S ribosomal protein L23, mitochondrial OS=Homo sapiens GN=MRPL23 PE=1 SV=1 - [RM23_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.553497942386831	1	0.616049382716049	0.446995884773663	0.0995061728395062	0.147325102880658	0.0501646090534979	0.0521069958847737	0.044724279835391	0.0231358024691358	0.0150534979423868	0.00796378600823045	0	0	0
Q16822	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens GN=PCK2 PE=1 SV=3 - [PCKGM_HUMAN]	A	FALSE	0	0	0.269088157396897	1	0.766174801362089	0.339235716988271	0.108437381763148	0.176579644343549	0.145856980703746	0.0140749148694665	0.0127430949678396	0.0187400681044268	0.0109231933409005	0.0150359440030269	0	0.00923950056753689	0	0	0.00557699583806281	0	0.00410139992432841	0.0392735527809308	0.237570942111237
Q4U2R6	39S ribosomal protein L51, mitochondrial OS=Homo sapiens GN=MRPL51 PE=1 SV=1 - [RM51_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.158611111111111	0.421458333333333	1	0.989583333333333	0.369652777777778	0	0	0	0	0	0	0	0	0	0	0
Q5HYK3	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Homo sapiens GN=COQ5 PE=1 SV=2 - [COQ5_HUMAN]	A	FALSE	0	0	0	0	0	1	0	0	0.657252440725244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31663179916318
Q5T1C6	Acyl-coenzyme A thioesterase THEM4 OS=Homo sapiens GN=THEM4 PE=1 SV=1 - [THEM4_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q5T5P2	Sickle tail protein homolog OS=Homo sapiens GN=KIAA1217 PE=1 SV=2 - [SKT_HUMAN]	A	FALSE	0	0	0	0	1	0	0.25793335371446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T653	39S ribosomal protein L2, mitochondrial OS=Homo sapiens GN=MRPL2 PE=1 SV=2 - [RM02_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	1	0.585756097560976	0	0.160780487804878	0	0	0	0	0	0	0	0	0
Q68DX3	FERM and PDZ domain-containing protein 2 OS=Homo sapiens GN=FRMPD2 PE=1 SV=3 - [FRPD2_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q6P161	39S ribosomal protein L54, mitochondrial OS=Homo sapiens GN=MRPL54 PE=1 SV=1 - [RM54_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.118329466357309	0.387316318638824	1	0.989172467130704	0.424361948955916	0.114539829853055	0.135576179427688	0	0	0	0	0	0	0	0	0
Q6P1L8	39S ribosomal protein L14, mitochondrial OS=Homo sapiens GN=MRPL14 PE=1 SV=1 - [RM14_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.240015785319653	1	0.851617995264404	0.432675611681137	0	0.249408050513023	0.0985003946329913	0	0	0	0	0	0	0	0.110655090765588
Q7Z2W9	39S ribosomal protein L21, mitochondrial OS=Homo sapiens GN=MRPL21 PE=1 SV=2 - [RM21_HUMAN]	A	FALSE	0	0	0.0249115566037736	0.290094339622642	0.239150943396226	0	0.050058962264151	0.18248820754717	0.420872641509434	0.982311320754717	1	0.457429245283019	0.110672169811321	0.12435141509434	0.0544693396226415	0.0304716981132076	0.0341096698113208	0.0117040094339623	0	0	0	0	0
Q7Z4L9	Protein phosphatase 1 regulatory subunit 42 OS=Homo sapiens GN=PPP1R42 PE=2 SV=2 - [PPR42_HUMAN]	A	FALSE	0	0	0	0	0	1	0.898054474708171	0.785473411154345	0.622827496757458	0.353307392996109	0.371984435797665	0	0.13473411154345	0.228975356679637	0.132140077821012	0.144565499351492	0.242438391699092	0	0.113826199740597	0.256472114137484	0.22526588845655	0.563683527885863	0
Q7Z6I8	UPF0461 protein C5orf24 OS=Homo sapiens GN=C5orf24 PE=1 SV=1 - [CE024_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q7Z7F7	39S ribosomal protein L55, mitochondrial OS=Homo sapiens GN=MRPL55 PE=1 SV=1 - [RM55_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.59310430669654	1	0.63579785909883	0	0	0.0460044809559373	0.0262882748319642	0.0220562608912124	0.0169653970624844	0	0	0	0	0	0
Q7Z7H8	39S ribosomal protein L10, mitochondrial OS=Homo sapiens GN=MRPL10 PE=1 SV=3 - [RM10_HUMAN]	A	FALSE	0	0	0	0	0	0.483256669733211	0.272769089236431	0	0.471205151793928	1	0.97148114075437	0.415363385464581	0.12263109475621	0.166421343146274	0.0597884084636615	0.0441582336706532	0.0532658693652254	0.0216099356025759	0	0.0191168353265869	0.0180772769089236	0.0428794848206072	0.0883440662373505
Q86TS9	39S ribosomal protein L52, mitochondrial OS=Homo sapiens GN=MRPL52 PE=2 SV=2 - [RM52_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	1	0.473773173391494	0.160959651035987	0.0595419847328244	0	0	0	0	0	0	0	0	0	0
Q86W56	Poly(ADP-ribose) glycohydrolase OS=Homo sapiens GN=PARG PE=1 SV=1 - [PARG_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511486353818967	0.454741802473984	0.619477714510112	0.340270960141371	0.47103868054192	0.520714706459847	0.332024347143138	0.656783820930689	1
Q8IXM3	39S ribosomal protein L41, mitochondrial OS=Homo sapiens GN=MRPL41 PE=1 SV=1 - [RM41_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.161863173216885	0.502692867540029	1	0.428093158660844	0.465065502183406	0.0556622998544396	0.15764192139738	0.0550655021834061	0.0417758369723435	0.0344978165938865	0.00447816593886463	0	0.0080349344978166	0	0	0.0429985443959243
Q8IYQ7	Threonine synthase-like 1 OS=Homo sapiens GN=THNSL1 PE=1 SV=2 - [THNS1_HUMAN]	A	FALSE	0	0	0	0	0	0	0.592504570383912	1	0.692504570383912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N4Q1	Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens GN=CHCHD4 PE=1 SV=1 - [MIA40_HUMAN]	A	FALSE	0	0.0897244094488189	0.174822834645669	1	0.866929133858268	0.348818897637795	0.152185039370079	0.175767716535433	0.125885826771654	0	0	0	0	0	0	0	0	0	0	0	0	0.0352952755905512	0.0387795275590551
Q8N5N7	39S ribosomal protein L50, mitochondrial OS=Homo sapiens GN=MRPL50 PE=1 SV=2 - [RM50_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.443026941362916	1	0.946117274167987	0.418858954041204	0.135340729001585	0.143819334389857	0.058811410459588	0.0374167987321712	0.0438431061806656	0.0128605388272583	0.0186608557844691	0	0.0179477020602219	0	0
Q8N766	ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1 - [EMC1_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0.475207986688852	0.785024958402662	0.724043261231281	0	1	0.636356073211315	0.5761231281198	0.825291181364393	0.376289517470882	0.713810316139767	0.990848585690516	0.53910149750416	0.888519134775374	0
Q8N983	39S ribosomal protein L43, mitochondrial OS=Homo sapiens GN=MRPL43 PE=1 SV=1 - [RM43_HUMAN]	A	FALSE	0	0	0	0	0.649034482758621	0	0	0.240068965517241	0.472896551724138	1	0.88551724137931	0.407379310344828	0.104413793103448	0.112068965517241	0.0389655172413793	0.0307793103448276	0	0	0	0	0	0	0
Q8ND07	Coiled-coil domain-containing protein 176 OS=Homo sapiens GN=CCDC176 PE=2 SV=3 - [CC176_HUMAN]	A	FALSE	0	0	0	0.734413352970054	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TAE8	Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1 - [G45IP_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.0325128618985171	0.463028346615555	1	0.845152829617674	0.380409563199839	0.0892060930091799	0.131040048421265	0.038262887117926	0.0419247452839705	0.038545344497125	0	0	0	0	0	0
Q8TCC3	39S ribosomal protein L30, mitochondrial OS=Homo sapiens GN=MRPL30 PE=1 SV=1 - [RM30_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.373459119496855	1	0.913207547169811	0.34440251572327	0.0863522012578616	0	0	0	0	0	0	0	0	0	0
Q92552	28S ribosomal protein S27, mitochondrial OS=Homo sapiens GN=MRPS27 PE=1 SV=3 - [RT27_HUMAN]	A	FALSE	0	0	0	0	0	0.359814241486068	1	0.990092879256966	0.936842105263158	0.271455108359133	0.270526315789474	0.194427244582043	0.05128173374613	0.114179566563468	0.0339566563467492	0.0441733746130031	0.0384953560371517	0.012687306501548	0.0016030959752322	0	0.010266253869969	0.0251517027863777	0.035733746130031
Q92616	Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=6 - [GCN1L_HUMAN]	A	FALSE	0	0.0164399092970522	0	1	0.725056689342404	0.424603174603175	0	0.351757369614512	0	0	0.0382936507936508	0	0	0	0	0	0	0	0	0	0	0	0.0668934240362812
Q92665	28S ribosomal protein S31, mitochondrial OS=Homo sapiens GN=MRPS31 PE=1 SV=3 - [RT31_HUMAN]	A	FALSE	0	0	0	0	0	0.231388969101935	0.693040716142073	1	0.55385503898354	0.349408027721629	0.235489460005775	0.141438059485995	0.0701992492058909	0.0915968813167774	0.0434594282414092	0.0288766965059197	0.0310713254403696	0	0	0	0.00918278948888247	0.0155327750505342	0.0414669361825007
Q92887	Canalicular multispecific organic anion transporter 1 OS=Homo sapiens GN=ABCC2 PE=1 SV=3 - [MRP2_HUMAN]	A	FALSE	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q969H8	UPF0556 protein C19orf10 OS=Homo sapiens GN=C19orf10 PE=1 SV=1 - [CS010_HUMAN]	A	FALSE	0	0	0	1	0.797894736842105	0.449368421052632	0	0.251368421052632	0.231	0	0	0	0	0	0	0	0	0	0	0	0	0.0984736842105263	0.508736842105263
Q96A35	39S ribosomal protein L24, mitochondrial OS=Homo sapiens GN=MRPL24 PE=1 SV=1 - [RM24_HUMAN]	A	FALSE	0	0	0	0	0.0735873015873016	0	0	0.120190476190476	0.423174603174603	1	0.76952380952381	0.393587301587302	0.104634920634921	0.118412698412698	0	0	0.0207555555555556	0	0	0	0	0	0
Q96AC6	Kinesin-like protein KIFC2 OS=Homo sapiens GN=KIFC2 PE=2 SV=1 - [KIFC2_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q96BW9	Phosphatidate cytidylyltransferase, mitochondrial OS=Homo sapiens GN=TAMM41 PE=1 SV=2 - [TAM41_HUMAN]	A	FALSE	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0541901472459553	0.332666787856753
Q96DV4	39S ribosomal protein L38, mitochondrial OS=Homo sapiens GN=MRPL38 PE=1 SV=2 - [RM38_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0	0.285278858625162	1	0.968871595330739	0.489040207522698	0.125162127107652	0.14189364461738	0.0625551232166018	0.0332230869001297	0.0384500648508431	0	0.0208430609597925	0	0.0126653696498055	0	0
Q96EL2	28S ribosomal protein S24, mitochondrial OS=Homo sapiens GN=MRPS24 PE=1 SV=1 - [RT24_HUMAN]	A	FALSE	0	0	0	0	0	0	0.709809523809524	1	0.76	0.729333333333333	0.493714285714286	0.268380952380952	0	0.17447619047619	0.0789238095238095	0.0668952380952381	0.0646285714285714	0.0207142857142857	0.0204095238095238	0	0	0.0222095238095238	0
Q96EL3	39S ribosomal protein L53, mitochondrial OS=Homo sapiens GN=MRPL53 PE=1 SV=1 - [RM53_HUMAN]	A	FALSE	0	0	0	0	0	0	0	0.253926701570681	0.43129726585224	0.983129726585224	1	0.429203025014543	0.125828970331588	0.13868528214078	0.0580977312390925	0.0326701570680628	0.0341942990110529	0.0161140197789412	0.0203432228039558	0	0	0	0
